ts_utc,source,operation,status,request_id,response_id,provider_mode,provider_id,endpoint_class,model_fingerprint,model,reasoning_effort,max_output_tokens,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,estimated_cost_usd,tokens_per_second,estimated_context_tokens,error_type,error_message
2026-09-07T04:16:15+00:00,ai_gate,trade_gate.provider_neutral_analyst,ok,591813800_1785715200_29513859_1786032299_GBPCAD_25561,gen-1788753884-7wfhxMegpXQnVICrk6GB,OPENROUTER_API,openrouter_api,non_loopback,c85d90736518f0df550bd82996e9153b96c222f12546aaede37955be8ffebf19,deepseek/deepseek-v4-flash-0731,,32768,51491,0,34734,26397,86225,0.0,50.29950977336646,38688,,
2026-09-07T04:16:35+00:00,ai_gate,trade_gate.provider_neutral_critic,ok,591813800_1785715200_29513859_1786032299_GBPCAD_25561,gen-1788754574-Vcxn1RiZ4zSpsO6D7xIM,OPENROUTER_API,openrouter_api,non_loopback,c85d90736518f0df550bd82996e9153b96c222f12546aaede37955be8ffebf19,deepseek/deepseek-v4-flash-0731,,32768,10821,0,951,794,11772,0.0,46.48649021206933,7434,,
